Sample	Genome	Mean	Trimmed Mean	Covered Bases	Variance	Length	Count	Reads_per_base	RPKM	TPM	Total_RNA_Reads
1067-01_18	Consensus_3	0	0	0	0	744	0	0	0	0	19410812
1067-01_18	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	19410812
1067-01_18	Consensus_4	0	0	0	0	764	0	0	0	0	19410812
1067-01_18	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	19410812
1067-01_18	Consensus_5	0	0	0	0	728	0	0	0	0	19410812
1067-01_18	Consensus_6	0	0	0	0	745	0	0	0	0	19410812
1067-01_18	Consensus_7	0	0	0	0	716	0	0	0	0	19410812
1067-01_18	Consensus_8	0	0	0	0	700	0	0	0	0	19410812
1067-01_18	Consensus_9	0	0	0	0	825	0	0	0	0	19410812
1067-01_18	Consensus_10	0	0	0	0	796	0	0	0	0	19410812
1067-01_19	Consensus_1	0	0	0	0	691	0	0	0	0	18085812
1067-01_19	Consensus_2	0	0	0	0	710	0	0	0	0	18085812
1067-01_19	Consensus_3	0	0	0	0	744	0	0	0	0	18085812
1067-01_19	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	18085812
1067-01_19	Consensus_4	0	0	0	0	764	0	0	0	0	18085812
1067-01_19	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	18085812
1067-01_19	Consensus_5	0	0	0	0	728	0	0	0	0	18085812
1067-01_19	Consensus_6	0	0	0	0	745	0	0	0	0	18085812
1067-01_19	Consensus_7	0	0	0	0	716	0	0	0	0	18085812
1067-01_19	Consensus_8	0	0	0	0	700	0	0	0	0	18085812
1067-01_19	Consensus_9	0	0	0	0	825	0	0	0	0	18085812
1067-01_19	Consensus_10	0	0	0	0	796	0	0	0	0	18085812
1067-01_2	Consensus_1	0	0	0	0	691	0	0	0	0	17161470
1067-01_2	Consensus_2	0	0	0	0	710	0	0	0	0	17161470
1067-01_2	Consensus_3	0	0	0	0	744	0	0	0	0	17161470
1067-01_2	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	17161470
1067-01_2	Consensus_4	0	0	0	0	764	0	0	0	0	17161470
1067-01_2	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	17161470
1067-01_2	Consensus_5	0	0	0	0	728	0	0	0	0	17161470
1067-01_2	Consensus_6	0	0	0	0	745	0	0	0	0	17161470
1067-01_2	Consensus_7	0	0	0	0	716	0	0	0	0	17161470
1067-01_2	Consensus_8	0	0	0	0	700	0	0	0	0	17161470
1067-01_2	Consensus_9	0	0	0	0	825	0	0	0	0	17161470
1067-01_2	Consensus_10	0	0	0	0	796	0	0	0	0	17161470
1067-01_20	Consensus_1	0	0	0	0	691	0	0	0	0	17679804
1067-01_20	Consensus_2	0	0	0	0	710	0	0	0	0	17679804
1067-01_20	Consensus_3	0	0	0	0	744	0	0	0	0	17679804
1067-01_20	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	17679804
1067-01_20	Consensus_4	0	0	0	0	764	0	0	0	0	17679804
1067-01_20	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	17679804
1067-01_20	Consensus_5	0	0	0	0	728	0	0	0	0	17679804
1067-01_20	Consensus_6	0	0	0	0	745	0	0	0	0	17679804
1067-01_20	Consensus_7	0	0	0	0	716	0	0	0	0	17679804
1067-01_20	Consensus_8	0	0	0	0	700	0	0	0	0	17679804
1067-01_20	Consensus_9	0	0	0	0	825	0	0	0	0	17679804
1067-01_20	Consensus_10	0	0	0	0	796	0	0	0	0	17679804
1067-01_3	Consensus_1	0	0	0	0	691	0	0	0	0	9064166
1067-01_3	Consensus_2	0	0	0	0	710	0	0	0	0	9064166
1067-01_3	Consensus_3	0	0	0	0	744	0	0	0	0	9064166
1067-01_3	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	9064166
1067-01_3	Consensus_4	0	0	0	0	764	0	0	0	0	9064166
1067-01_3	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	9064166
1067-01_3	Consensus_5	0	0	0	0	728	0	0	0	0	9064166
1067-01_3	Consensus_6	0	0	0	0	745	0	0	0	0	9064166
1067-01_3	Consensus_7	0	0	0	0	716	0	0	0	0	9064166
1067-01_3	Consensus_8	0	0	0	0	700	0	0	0	0	9064166
1067-01_3	Consensus_9	0	0	0	0	825	0	0	0	0	9064166
1067-01_3	Consensus_10	0	0	0	0	796	0	0	0	0	9064166
1067-01_4	Consensus_1	0	0	0	0	691	0	0	0	0	13501146
1067-01_4	Consensus_2	0	0	0	0	710	0	0	0	0	13501146
1067-01_4	Consensus_3	0	0	0	0	744	0	0	0	0	13501146
1067-01_4	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	13501146
1067-01_4	Consensus_4	0	0	0	0	764	0	0	0	0	13501146
1067-01_4	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	13501146
1067-01_4	Consensus_5	0	0	0	0	728	0	0	0	0	13501146
1067-01_4	Consensus_6	0	0	0	0	745	0	0	0	0	13501146
1067-01_4	Consensus_7	0	0	0	0	716	0	0	0	0	13501146
1067-01_4	Consensus_8	0	0	0	0	700	0	0	0	0	13501146
1067-01_4	Consensus_9	0	0	0	0	825	0	0	0	0	13501146
1067-01_4	Consensus_10	0	0	0	0	796	0	0	0	0	13501146
1067-01_5	Consensus_1	0	0	0	0	691	0	0	0	0	12285948
1067-01_5	Consensus_2	0	0	0	0	710	0	0	0	0	12285948
1067-01_5	Consensus_3	0	0	0	0	744	0	0	0	0	12285948
1067-01_5	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	12285948
1067-01_5	Consensus_4	0	0	0	0	764	0	0	0	0	12285948
1067-01_5	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	12285948
1067-01_5	Consensus_5	0	0	0	0	728	0	0	0	0	12285948
1067-01_5	Consensus_6	0	0	0	0	745	0	0	0	0	12285948
1067-01_5	Consensus_7	0	0	0	0	716	0	0	0	0	12285948
1067-01_5	Consensus_8	0	0	0	0	700	0	0	0	0	12285948
1067-01_5	Consensus_9	0	0	0	0	825	0	0	0	0	12285948
1067-01_5	Consensus_10	0	0	0	0	796	0	0	0	0	12285948
1067-01_6	Consensus_1	0	0	0	0	691	0	0	0	0	9491746
1067-01_6	Consensus_2	0	0	0	0	710	0	0	0	0	9491746
1067-01_6	Consensus_3	0	0	0	0	744	0	0	0	0	9491746
1067-01_6	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	9491746
1067-01_6	Consensus_4	0	0	0	0	764	0	0	0	0	9491746
1067-01_6	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	9491746
1067-01_6	Consensus_5	0	0	0	0	728	0	0	0	0	9491746
1067-01_6	Consensus_6	0	0	0	0	745	0	0	0	0	9491746
1067-01_6	Consensus_7	0	0	0	0	716	0	0	0	0	9491746
1067-01_6	Consensus_8	0	0	0	0	700	0	0	0	0	9491746
1067-01_6	Consensus_9	0	0	0	0	825	0	0	0	0	9491746
1067-01_6	Consensus_10	0	0	0	0	796	0	0	0	0	9491746
1067-01_7	Consensus_1	0	0	0	0	691	0	0	0	0	20348946
1067-01_7	Consensus_2	0	0	0	0	710	0	0	0	0	20348946
1067-01_7	Consensus_3	0	0	0	0	744	0	0	0	0	20348946
1067-01_7	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	20348946
1067-01_7	Consensus_4	0	0	0	0	764	0	0	0	0	20348946
1067-01_7	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	20348946
1067-01_7	Consensus_5	0	0	0	0	728	0	0	0	0	20348946
1067-01_7	Consensus_6	0	0	0	0	745	0	0	0	0	20348946
1067-01_7	Consensus_7	0	0	0	0	716	0	0	0	0	20348946
1067-01_7	Consensus_8	0	0	0	0	700	0	0	0	0	20348946
1067-01_7	Consensus_9	0	0	0	0	825	0	0	0	0	20348946
1067-01_7	Consensus_10	0	0	0	0	796	0	0	0	0	20348946
1067-01_8	Consensus_1	0	0	0	0	691	0	0	0	0	10314356
1067-01_8	Consensus_2	0	0	0	0	710	0	0	0	0	10314356
1067-01_8	Consensus_3	0	0	0	0	744	0	0	0	0	10314356
1067-01_8	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	10314356
1067-01_8	Consensus_4	0	0	0	0	764	0	0	0	0	10314356
1067-01_8	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	10314356
1067-01_8	Consensus_5	0	0	0	0	728	0	0	0	0	10314356
1067-01_8	Consensus_6	0	0	0	0	745	0	0	0	0	10314356
1067-01_8	Consensus_7	0	0	0	0	716	0	0	0	0	10314356
1067-01_8	Consensus_8	0	0	0	0	700	0	0	0	0	10314356
1067-01_8	Consensus_9	0	0	0	0	825	0	0	0	0	10314356
1067-01_8	Consensus_10	0	0	0	0	796	0	0	0	0	10314356
1067-01_9	Consensus_1	0	0	0	0	691	0	0	0	0	8662232
1067-01_9	Consensus_2	0	0	0	0	710	0	0	0	0	8662232
1067-01_9	Consensus_3	0	0	0	0	744	0	0	0	0	8662232
1067-01_9	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	8662232
1067-01_9	Consensus_4	0	0	0	0	764	0	0	0	0	8662232
1067-01_9	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	8662232
1067-01_9	Consensus_5	0	0	0	0	728	0	0	0	0	8662232
1067-01_9	Consensus_6	0	0	0	0	745	0	0	0	0	8662232
1067-01_9	Consensus_7	0	0	0	0	716	0	0	0	0	8662232
1067-01_9	Consensus_8	0	0	0	0	700	0	0	0	0	8662232
1067-01_9	Consensus_9	0	0	0	0	825	0	0	0	0	8662232
1067-01_9	Consensus_10	0	0	0	0	796	0	0	0	0	8662232
1073-01_3	Consensus_1	0	0	0	0	691	0	0	0	0	10125582
1073-01_3	Consensus_2	0	0	0	0	710	0	0	0	0	10125582
1073-01_3	Consensus_3	0	0	0	0	744	0	0	0	0	10125582
1073-01_3	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	10125582
1073-01_3	Consensus_4	0	0	0	0	764	0	0	0	0	10125582
1073-01_3	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	10125582
1073-01_3	Consensus_5	0	0	0	0	728	0	0	0	0	10125582
1073-01_3	Consensus_6	0	0	0	0	745	0	0	0	0	10125582
1073-01_3	Consensus_7	0	0	0	0	716	0	0	0	0	10125582
1073-01_3	Consensus_8	0	0	0	0	700	0	0	0	0	10125582
1073-01_3	Consensus_9	0	0	0	0	825	0	0	0	0	10125582
1073-01_3	Consensus_10	0	0	0	0	796	0	0	0	0	10125582
1073-01_4	Consensus_1	0	0	0	0	691	0	0	0	0	15716310
1073-01_4	Consensus_2	0	0	0	0	710	0	0	0	0	15716310
1073-01_4	Consensus_3	0	0	0	0	744	0	0	0	0	15716310
1073-01_4	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	15716310
1073-01_4	Consensus_4	0	0	0	0	764	0	0	0	0	15716310
1073-01_4	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	15716310
1073-01_4	Consensus_5	0	0	0	0	728	0	0	0	0	15716310
1073-01_4	Consensus_6	0	0	0	0	745	0	0	0	0	15716310
1073-01_4	Consensus_7	0	0	0	0	716	0	0	0	0	15716310
1073-01_4	Consensus_8	0	0	0	0	700	0	0	0	0	15716310
1073-01_4	Consensus_9	0	0	0	0	825	0	0	0	0	15716310
1073-01_4	Consensus_10	0	0	0	0	796	0	0	0	0	15716310
1073-01_5	Consensus_1	0	0	0	0	691	0	0	0	0	3088012
1073-01_5	Consensus_2	0	0	0	0	710	0	0	0	0	3088012
1073-01_5	Consensus_3	0	0	0	0	744	0	0	0	0	3088012
1073-01_5	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	3088012
1073-01_5	Consensus_4	0	0	0	0	764	0	0	0	0	3088012
1073-01_5	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	3088012
1073-01_5	Consensus_5	0	0	0	0	728	0	0	0	0	3088012
1073-01_5	Consensus_6	0	0	0	0	745	0	0	0	0	3088012
1073-01_5	Consensus_7	0	0	0	0	716	0	0	0	0	3088012
1073-01_5	Consensus_8	0	0	0	0	700	0	0	0	0	3088012
1073-01_5	Consensus_9	0	0	0	0	825	0	0	0	0	3088012
1073-01_5	Consensus_10	0	0	0	0	796	0	0	0	0	3088012
1073-01_6	Consensus_1	0	0	0	0	691	0	0	0	0	15254328
1073-01_6	Consensus_2	0	0	0	0	710	0	0	0	0	15254328
1073-01_6	Consensus_3	0	0	0	0	744	0	0	0	0	15254328
1073-01_6	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	15254328
1073-01_6	Consensus_4	0	0	0	0	764	0	0	0	0	15254328
1073-01_6	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	15254328
1073-01_6	Consensus_5	0	0	0	0	728	0	0	0	0	15254328
1073-01_6	Consensus_6	0	0	0	0	745	0	0	0	0	15254328
1073-01_6	Consensus_7	0	0	0	0	716	0	0	0	0	15254328
1073-01_6	Consensus_8	0	0	0	0	700	0	0	0	0	15254328
1073-01_6	Consensus_9	0	0	0	0	825	0	0	0	0	15254328
1073-01_6	Consensus_10	0	0	0	0	796	0	0	0	0	15254328
1075-01_10	Consensus_1	0	0	0	0	691	0	0	0	0	7880358
1075-01_10	Consensus_2	0	0	0	0	710	0	0	0	0	7880358
1075-01_10	Consensus_3	0	0	0	0	744	0	0	0	0	7880358
1075-01_10	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	7880358
1075-01_10	Consensus_4	0	0	0	0	764	0	0	0	0	7880358
1075-01_10	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	7880358
1075-01_10	Consensus_5	0	0	0	0	728	0	0	0	0	7880358
1075-01_10	Consensus_6	0	0	0	0	745	0	0	0	0	7880358
1075-01_10	Consensus_7	0	0	0	0	716	0	0	0	0	7880358
1075-01_10	Consensus_8	0	0	0	0	700	0	0	0	0	7880358
1075-01_10	Consensus_9	0	0	0	0	825	0	0	0	0	7880358
1075-01_10	Consensus_10	0	0	0	0	796	0	0	0	0	7880358
1075-01_11	Consensus_1	0	0	0	0	691	0	0	0	0	4484
1075-01_11	Consensus_2	0	0	0	0	710	0	0	0	0	4484
1075-01_11	Consensus_3	0	0	0	0	744	0	0	0	0	4484
1075-01_11	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	4484
1075-01_11	Consensus_4	0	0	0	0	764	0	0	0	0	4484
1075-01_11	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	4484
1075-01_11	Consensus_5	0	0	0	0	728	0	0	0	0	4484
1075-01_11	Consensus_6	0	0	0	0	745	0	0	0	0	4484
1075-01_11	Consensus_7	0	0	0	0	716	0	0	0	0	4484
1075-01_11	Consensus_8	0	0	0	0	700	0	0	0	0	4484
1075-01_11	Consensus_9	0	0	0	0	825	0	0	0	0	4484
1075-01_11	Consensus_10	0	0	0	0	796	0	0	0	0	4484
1075-01_12	Consensus_1	0	0	0	0	691	0	0	0	0	9952462
1075-01_12	Consensus_2	0	0	0	0	710	0	0	0	0	9952462
1075-01_12	Consensus_3	0	0	0	0	744	0	0	0	0	9952462
1075-01_12	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	9952462
1075-01_12	Consensus_4	0	0	0	0	764	0	0	0	0	9952462
1075-01_12	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	9952462
1075-01_12	Consensus_5	0	0	0	0	728	0	0	0	0	9952462
1075-01_12	Consensus_6	0	0	0	0	745	0	0	0	0	9952462
1075-01_12	Consensus_7	0	0	0	0	716	0	0	0	0	9952462
1075-01_12	Consensus_8	0	0	0	0	700	0	0	0	0	9952462
1075-01_12	Consensus_9	0	0	0	0	825	0	0	0	0	9952462
1075-01_12	Consensus_10	0	0	0	0	796	0	0	0	0	9952462
1075-01_13	Consensus_1	0	0	0	0	691	0	0	0	0	11881648
1075-01_13	Consensus_2	0	0	0	0	710	0	0	0	0	11881648
1075-01_13	Consensus_3	0	0	0	0	744	0	0	0	0	11881648
1075-01_13	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	11881648
1075-01_13	Consensus_4	0	0	0	0	764	0	0	0	0	11881648
1075-01_13	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	11881648
1075-01_13	Consensus_5	0	0	0	0	728	0	0	0	0	11881648
1075-01_13	Consensus_6	0	0	0	0	745	0	0	0	0	11881648
1075-01_13	Consensus_7	0	0	0	0	716	0	0	0	0	11881648
1075-01_13	Consensus_8	0	0	0	0	700	0	0	0	0	11881648
1075-01_13	Consensus_9	0	0	0	0	825	0	0	0	0	11881648
1075-01_13	Consensus_10	0	0	0	0	796	0	0	0	0	11881648
1075-01_14	Consensus_1	0	0	0	0	691	0	0	0	0	10413456
1075-01_14	Consensus_2	0	0	0	0	710	0	0	0	0	10413456
1075-01_14	Consensus_3	0	0	0	0	744	0	0	0	0	10413456
1075-01_14	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	10413456
1075-01_14	Consensus_4	0	0	0	0	764	0	0	0	0	10413456
1075-01_14	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	10413456
1075-01_14	Consensus_5	0	0	0	0	728	0	0	0	0	10413456
1075-01_14	Consensus_6	0	0	0	0	745	0	0	0	0	10413456
1075-01_14	Consensus_7	0	0	0	0	716	0	0	0	0	10413456
1075-01_14	Consensus_8	0	0	0	0	700	0	0	0	0	10413456
1075-01_14	Consensus_9	0	0	0	0	825	0	0	0	0	10413456
1075-01_14	Consensus_10	0	0	0	0	796	0	0	0	0	10413456
1075-01_15	Consensus_1	0	0	0	0	691	0	0	0	0	20873338
1075-01_15	Consensus_2	0	0	0	0	710	0	0	0	0	20873338
1075-01_15	Consensus_3	0	0	0	0	744	0	0	0	0	20873338
1075-01_15	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	20873338
1075-01_15	Consensus_4	0	0	0	0	764	0	0	0	0	20873338
1075-01_15	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	20873338
1075-01_15	Consensus_5	0	0	0	0	728	0	0	0	0	20873338
1075-01_15	Consensus_6	0	0	0	0	745	0	0	0	0	20873338
1075-01_15	Consensus_7	0	0	0	0	716	0	0	0	0	20873338
1075-01_15	Consensus_8	0	0	0	0	700	0	0	0	0	20873338
1075-01_15	Consensus_9	0	0	0	0	825	0	0	0	0	20873338
1075-01_15	Consensus_10	0	0	0	0	796	0	0	0	0	20873338
1075-01_16	Consensus_1	0	0	0	0	691	0	0	0	0	16394670
1075-01_16	Consensus_2	0	0	0	0	710	0	0	0	0	16394670
1075-01_16	Consensus_3	0	0	0	0	744	0	0	0	0	16394670
1075-01_16	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	16394670
1075-01_16	Consensus_4	0	0	0	0	764	0	0	0	0	16394670
1075-01_16	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	16394670
1075-01_16	Consensus_5	0	0	0	0	728	0	0	0	0	16394670
1075-01_16	Consensus_6	0	0	0	0	745	0	0	0	0	16394670
1075-01_16	Consensus_7	0	0	0	0	716	0	0	0	0	16394670
1075-01_16	Consensus_8	0	0	0	0	700	0	0	0	0	16394670
1075-01_16	Consensus_9	0	0	0	0	825	0	0	0	0	16394670
1075-01_16	Consensus_10	0	0	0	0	796	0	0	0	0	16394670
1075-01_17	Consensus_1	0	0	0	0	691	0	0	0	0	16483308
1075-01_17	Consensus_2	0	0	0	0	710	0	0	0	0	16483308
1075-01_17	Consensus_3	0	0	0	0	744	0	0	0	0	16483308
1075-01_17	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	16483308
1075-01_17	Consensus_4	0	0	0	0	764	0	0	0	0	16483308
1075-01_17	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	16483308
1075-01_17	Consensus_5	0	0	0	0	728	0	0	0	0	16483308
1075-01_17	Consensus_6	0	0	0	0	745	0	0	0	0	16483308
1075-01_17	Consensus_7	0	0	0	0	716	0	0	0	0	16483308
1075-01_17	Consensus_8	0	0	0	0	700	0	0	0	0	16483308
1075-01_17	Consensus_9	0	0	0	0	825	0	0	0	0	16483308
1075-01_17	Consensus_10	0	0	0	0	796	0	0	0	0	16483308
1075-01_18	Consensus_1	0	0	0	0	691	0	0	0	0	17114082
1075-01_18	Consensus_2	0	0	0	0	710	0	0	0	0	17114082
1075-01_18	Consensus_3	0	0	0	0	744	0	0	0	0	17114082
1075-01_18	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	17114082
1075-01_18	Consensus_4	0	0	0	0	764	0	0	0	0	17114082
1075-01_18	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	17114082
1075-01_18	Consensus_5	0	0	0	0	728	0	0	0	0	17114082
1075-01_18	Consensus_6	0	0	0	0	745	0	0	0	0	17114082
1075-01_18	Consensus_7	0	0	0	0	716	0	0	0	0	17114082
1075-01_18	Consensus_8	0	0	0	0	700	0	0	0	0	17114082
1075-01_18	Consensus_9	0	0	0	0	825	0	0	0	0	17114082
1075-01_18	Consensus_10	0	0	0	0	796	0	0	0	0	17114082
1075-01_19	Consensus_1	0	0	0	0	691	0	0	0	0	10106534
1075-01_19	Consensus_2	0	0	0	0	710	0	0	0	0	10106534
1075-01_19	Consensus_3	0	0	0	0	744	0	0	0	0	10106534
1075-01_19	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	10106534
1075-01_19	Consensus_4	0	0	0	0	764	0	0	0	0	10106534
1075-01_19	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	10106534
1075-01_19	Consensus_5	0	0	0	0	728	0	0	0	0	10106534
1075-01_19	Consensus_6	0	0	0	0	745	0	0	0	0	10106534
1075-01_19	Consensus_7	0	0	0	0	716	0	0	0	0	10106534
1075-01_19	Consensus_8	0	0	0	0	700	0	0	0	0	10106534
1075-01_19	Consensus_9	0	0	0	0	825	0	0	0	0	10106534
1075-01_19	Consensus_10	0	0	0	0	796	0	0	0	0	10106534
1075-01_20	Consensus_1	0	0	0	0	691	0	0	0	0	12902234
1075-01_20	Consensus_2	0	0	0	0	710	0	0	0	0	12902234
1075-01_20	Consensus_3	0	0	0	0	744	0	0	0	0	12902234
1075-01_20	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	12902234
1075-01_20	Consensus_4	0	0	0	0	764	0	0	0	0	12902234
1075-01_20	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	12902234
1075-01_20	Consensus_5	0	0	0	0	728	0	0	0	0	12902234
1075-01_20	Consensus_6	0	0	0	0	745	0	0	0	0	12902234
1075-01_20	Consensus_7	0	0	0	0	716	0	0	0	0	12902234
1075-01_20	Consensus_8	0	0	0	0	700	0	0	0	0	12902234
1075-01_20	Consensus_9	0	0	0	0	825	0	0	0	0	12902234
1075-01_20	Consensus_10	0	0	0	0	796	0	0	0	0	12902234
1075-01_21	Consensus_1	0	0	0	0	691	0	0	0	0	10435600
1075-01_21	Consensus_2	0	0	0	0	710	0	0	0	0	10435600
1075-01_21	Consensus_3	0	0	0	0	744	0	0	0	0	10435600
1075-01_21	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	10435600
1075-01_21	Consensus_4	0	0	0	0	764	0	0	0	0	10435600
1075-01_21	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	10435600
1075-01_21	Consensus_5	0	0	0	0	728	0	0	0	0	10435600
1075-01_21	Consensus_6	0	0	0	0	745	0	0	0	0	10435600
1075-01_21	Consensus_7	0	0	0	0	716	0	0	0	0	10435600
1075-01_21	Consensus_8	0	0	0	0	700	0	0	0	0	10435600
1075-01_21	Consensus_9	0	0	0	0	825	0	0	0	0	10435600
1075-01_21	Consensus_10	0	0	0	0	796	0	0	0	0	10435600
1075-01_23	Consensus_1	0	0	0	0	691	0	0	0	0	15695920
1075-01_23	Consensus_2	0	0	0	0	710	0	0	0	0	15695920
1075-01_23	Consensus_3	0	0	0	0	744	0	0	0	0	15695920
1075-01_23	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	15695920
1075-01_23	Consensus_4	0	0	0	0	764	0	0	0	0	15695920
1075-01_23	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	15695920
1075-01_23	Consensus_5	0	0	0	0	728	0	0	0	0	15695920
1075-01_23	Consensus_6	0	0	0	0	745	0	0	0	0	15695920
1075-01_23	Consensus_7	0	0	0	0	716	0	0	0	0	15695920
1075-01_23	Consensus_8	0	0	0	0	700	0	0	0	0	15695920
1075-01_23	Consensus_9	0	0	0	0	825	0	0	0	0	15695920
1075-01_23	Consensus_10	0	0	0	0	796	0	0	0	0	15695920
1075-01_24	Consensus_1	0	0	0	0	691	0	0	0	0	597306
1075-01_24	Consensus_2	0	0	0	0	710	0	0	0	0	597306
1075-01_24	Consensus_3	0	0	0	0	744	0	0	0	0	597306
1075-01_24	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	597306
1075-01_24	Consensus_4	0	0	0	0	764	0	0	0	0	597306
1075-01_24	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	597306
1075-01_24	Consensus_5	0	0	0	0	728	0	0	0	0	597306
1075-01_24	Consensus_6	0	0	0	0	745	0	0	0	0	597306
1075-01_24	Consensus_7	0	0	0	0	716	0	0	0	0	597306
1075-01_24	Consensus_8	0	0	0	0	700	0	0	0	0	597306
1075-01_24	Consensus_9	0	0	0	0	825	0	0	0	0	597306
1075-01_24	Consensus_10	0	0	0	0	796	0	0	0	0	597306
1075-01_25	Consensus_1	0	0	0	0	691	0	0	0	0	8438286
1075-01_25	Consensus_2	0	0	0	0	710	0	0	0	0	8438286
1075-01_25	Consensus_3	0	0	0	0	744	0	0	0	0	8438286
1075-01_25	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	8438286
1075-01_25	Consensus_4	0	0	0	0	764	0	0	0	0	8438286
1075-01_25	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	8438286
1075-01_25	Consensus_5	0	0	0	0	728	0	0	0	0	8438286
1075-01_25	Consensus_6	0	0	0	0	745	0	0	0	0	8438286
1075-01_25	Consensus_7	0	0	0	0	716	0	0	0	0	8438286
1075-01_25	Consensus_8	0	0	0	0	700	0	0	0	0	8438286
1075-01_25	Consensus_9	0	0	0	0	825	0	0	0	0	8438286
1075-01_25	Consensus_10	0	0	0	0	796	0	0	0	0	8438286
1075-01_3	Consensus_1	0	0	0	0	691	0	0	0	0	1920214
1075-01_3	Consensus_2	0	0	0	0	710	0	0	0	0	1920214
1075-01_3	Consensus_3	0	0	0	0	744	0	0	0	0	1920214
1075-01_3	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	1920214
1075-01_3	Consensus_4	0	0	0	0	764	0	0	0	0	1920214
1075-01_3	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	1920214
1075-01_3	Consensus_5	0	0	0	0	728	0	0	0	0	1920214
1075-01_3	Consensus_6	0	0	0	0	745	0	0	0	0	1920214
1075-01_3	Consensus_7	0	0	0	0	716	0	0	0	0	1920214
1075-01_3	Consensus_8	0	0	0	0	700	0	0	0	0	1920214
1075-01_3	Consensus_9	0	0	0	0	825	0	0	0	0	1920214
1075-01_3	Consensus_10	0	0	0	0	796	0	0	0	0	1920214
1075-01_4	Consensus_1	0	0	0	0	691	0	0	0	0	805256
1075-01_4	Consensus_2	0	0	0	0	710	0	0	0	0	805256
1075-01_4	Consensus_3	0	0	0	0	744	0	0	0	0	805256
1075-01_4	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	805256
